Severity,Start_Lat,Start_Lng,Distance(mi),Side,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Civil_Twilight
2,37.78323,-121.215897,0.01,1,39.0,34.8,100.0,30.06,6.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.249828,-122.069847,0.01,1,42.8,37.5,96.0,30.09,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.452541,-122.775459,0.01,0,44.1,42.5,76.0,30.09,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,38.022526,-122.262299,0.01,1,44.1,40.8,71.0,30.06,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.022526,-122.262299,0.01,1,44.1,40.8,71.0,30.06,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.49625,-121.371979,0.01,1,42.8,40.1,100.0,30.1,0.2,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.803497,-121.290627,0.0,0,39.2,35.0,93.0,30.07,0.2,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,38.672466,-121.356674,0.0,0,42.8,39.3,100.0,30.11,2.5,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.45599,-121.348625,0.0,0,42.8,40.1,100.0,30.1,0.5,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.702354,-121.315094,0.01,1,44.6,41.4,100.0,30.1,7.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.379616,-121.223831,0.01,1,41.0,38.0,100.0,30.1,2.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.616539,-120.712547,0.0,0,39.2,35.0,93.0,30.04,5.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.616474,-121.539452,0.01,1,46.4,43.5,76.0,30.1,8.0,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,38.643349,-121.114876,0.01,1,44.6,42.2,100.0,30.09,6.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.824581,-121.349274,0.01,1,46.4,43.5,76.0,30.1,8.0,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,38.942101,-121.096992,0.01,1,42.8,41.1,93.0,30.06,2.5,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,38.646683,-120.691719,0.01,0,39.2,35.0,87.0,30.02,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.494778,-121.153603,0.01,1,41.0,37.1,81.0,30.08,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.610687,-121.510063,0.01,1,41.0,39.0,76.0,30.09,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.021137,-122.539078,0.01,1,41.0,38.0,87.0,30.12,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.495682,-122.238174,0.01,0,46.4,44.3,76.0,30.14,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.964146,-122.318352,0.01,0,43.0,40.3,74.0,30.09,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.010578,-122.015488,0.01,1,41.0,38.0,79.0,30.1,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.381866,-121.963829,0.01,1,44.1,42.5,76.0,30.14,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.386616,-121.90554,0.01,1,44.1,42.5,76.0,30.14,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.661201,-121.37368,0.01,0,37.4,33.8,87.0,30.15,7.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.050541,-120.864685,0.0,1,39.9,37.8,79.0,30.13,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.021812,-121.96077,0.01,1,39.9,37.8,79.0,30.12,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.59343,-121.444771,0.01,1,35.6,32.8,87.0,30.16,9.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.018398,-122.063675,0.0,1,37.9,33.5,83.0,30.13,10.0,5.8,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,36.579697,-121.721069,0.01,1,36.0,33.3,93.0,30.17,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.656654,-121.901588,0.01,1,34.0,31.0,89.0,30.15,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.926357,-122.060768,0.01,1,34.0,29.8,85.0,30.13,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.774616,-122.23246,0.01,1,43.0,40.3,80.0,30.18,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.781715,-122.39724,0.01,1,44.1,40.1,76.0,30.19,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.94878,-122.268852,0.01,1,41.0,39.0,73.0,30.16,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.762657,-121.338341,0.01,1,42.1,40.2,76.0,30.21,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.492664,-121.442238,0.01,1,45.0,43.5,68.0,30.19,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.713959,-120.837555,0.01,1,41.0,39.0,57.0,30.12,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.495819,-121.473694,0.01,0,46.0,44.8,61.0,30.18,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,38.860451,-121.300125,0.01,1,42.8,40.1,70.0,30.17,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.617805,-121.382988,0.01,0,46.4,45.2,66.0,30.18,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,38.482574,-120.836212,0.01,0,41.0,37.1,70.0,30.12,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.743977,-121.226082,0.01,1,44.6,41.4,76.0,30.18,9.0,5.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,38.664146,-121.235008,0.01,1,44.6,42.2,76.0,30.16,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.510437,-121.464523,0.01,1,45.0,42.6,80.0,30.16,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.275814,-122.460281,0.01,0,46.4,41.9,57.0,30.13,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,38.676666,-121.638069,0.01,1,44.1,42.5,82.0,30.16,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.705887,-121.327049,0.01,1,44.6,43.1,87.0,30.18,8.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,38.668568,-121.382896,0.01,1,44.6,43.1,87.0,30.18,8.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.538242,-121.473648,0.01,1,44.1,40.8,85.0,30.17,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.496086,-121.419502,0.01,0,44.1,40.8,85.0,30.17,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,38.57082,-121.130432,0.0,0,44.6,43.1,81.0,30.17,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.703712,-121.349731,0.01,1,42.8,40.1,87.0,30.19,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.752377,-121.773773,0.0,1,44.1,39.5,76.0,30.12,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.431519,-122.737724,0.01,1,41.0,36.4,93.0,30.08,5.0,6.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.443073,-122.721893,0.01,1,41.0,36.4,93.0,30.08,5.0,6.9,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.151455,-122.447617,0.01,0,41.0,33.1,87.0,30.11,5.0,15.0,0.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,38.611053,-121.510262,0.01,1,41.0,39.0,93.0,30.18,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,38.603333,-121.506287,0.01,1,41.0,39.0,93.0,30.18,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.481678,-121.392769,0.01,0,43.0,39.5,86.0,30.17,10.0,5.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.463989,-121.578903,0.01,1,39.0,33.4,89.0,30.21,6.0,8.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.55365,-121.474228,0.01,1,43.0,39.5,86.0,30.17,10.0,5.8,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.566139,-121.336296,0.01,1,44.6,43.1,87.0,30.16,7.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.773636,-121.242996,0.01,1,41.0,38.0,81.0,30.16,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.962135,-122.51001,0.01,1,41.0,35.8,93.0,30.13,3.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.90192,-122.611679,0.01,0,41.0,37.1,96.0,30.07,4.0,5.8,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.822769,-121.299911,0.01,1,39.2,33.6,93.0,30.16,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.642143,-121.162064,0.01,1,42.8,40.1,93.0,30.16,7.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.702133,-121.935814,0.01,1,43.0,39.5,86.0,30.12,4.0,5.8,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.213844,-122.142197,0.01,1,44.1,41.5,82.0,30.1,7.0,4.6,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.705887,-121.327049,0.01,1,39.2,33.6,100.0,30.18,3.0,8.1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,38.412975,-122.79277,0.01,1,41.0,36.4,96.0,30.07,2.5,6.9,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.914207,-122.31752,0.01,1,41.0,36.4,86.0,30.1,3.0,6.9,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.583897,-121.460419,0.01,1,39.9,35.1,100.0,30.16,3.0,6.9,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.704433,-121.313072,0.01,1,39.2,35.9,100.0,30.16,2.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.495975,-121.459145,0.01,1,39.9,36.7,100.0,30.15,2.5,4.6,0.07,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,38.123062,-122.229836,0.01,1,46.0,41.0,83.0,30.08,10.0,10.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.216862,-122.13784,0.01,1,46.0,41.0,83.0,30.08,10.0,10.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.861095,-122.209496,0.01,1,39.9,33.9,86.0,30.07,5.0,9.2,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,37.701103,-122.021164,0.01,1,46.4,40.7,87.0,30.05,3.0,12.7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.472733,-122.432953,0.01,1,42.1,39.2,100.0,30.06,3.0,4.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.303768,-122.708183,0.01,1,44.6,38.8,87.0,30.08,9.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.935482,-122.51683,0.01,1,42.8,37.5,100.0,30.09,2.5,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.701103,-122.021164,0.01,1,46.4,41.9,87.0,30.04,3.0,9.2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.022778,-121.965698,0.01,1,42.1,39.2,89.0,30.05,3.0,4.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.281887,-122.300468,0.01,1,46.0,40.2,86.0,30.05,7.0,12.7,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.361786,-121.968651,0.01,1,39.9,34.5,100.0,30.14,4.0,8.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.388096,-121.933754,0.01,1,39.9,34.5,100.0,30.14,4.0,8.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.25853,-122.062103,0.01,1,41.0,33.5,93.0,30.11,9.0,13.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.276787,-122.890213,0.0,0,46.4,41.1,93.0,30.09,9.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.501053,-121.745811,0.01,1,44.1,42.5,96.0,30.15,2.0,3.5,0.01,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3,38.244255,-122.082726,0.01,1,41.0,33.5,93.0,30.12,6.0,13.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,38.671356,-121.597404,0.01,1,39.9,35.8,100.0,30.17,1.5,5.8,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.427666,-122.769203,0.01,1,45.0,41.8,97.0,30.07,2.5,5.8,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,38.12149,-122.566429,0.0,1,46.4,44.3,93.0,30.12,1.2,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.269672,-122.053017,0.01,1,41.0,34.3,100.0,30.14,5.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.3284,-122.022095,0.01,1,42.1,39.2,100.0,30.18,2.0,4.6,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,38.803173,-121.205345,0.01,1,41.0,39.0,100.0,30.14,2.0,3.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.67136,-121.591324,0.01,1,45.0,43.5,100.0,30.15,1.5,3.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.638977,-121.491135,0.0,0,46.4,44.3,100.0,30.19,1.2,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.606773,-121.431786,0.01,1,46.4,45.2,100.0,30.2,5.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.709751,-121.356361,0.01,0,46.4,45.2,100.0,30.2,5.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.584049,-121.415405,0.01,1,46.4,45.2,100.0,30.2,5.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.6852,-121.508102,0.01,0,45.0,42.6,100.0,30.2,2.5,4.6,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.785278,-121.226662,0.01,1,41.0,39.0,100.0,30.2,3.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.62479,-121.517189,0.01,1,46.4,45.2,100.0,30.23,1.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.668594,-121.384651,0.0,1,46.4,45.2,100.0,30.23,1.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.767025,-121.253128,0.01,1,46.4,45.2,100.0,30.23,1.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.637192,-121.761375,0.01,1,44.1,40.8,100.0,30.21,3.0,5.8,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.681274,-121.333336,0.01,1,46.4,43.5,100.0,30.23,1.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.599823,-121.392235,0.01,1,46.4,44.3,100.0,30.23,4.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.63858,-121.384628,0.01,1,44.6,42.2,100.0,30.24,2.5,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.824055,-122.266937,0.01,1,46.0,44.8,96.0,30.18,6.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.017952,-121.894058,0.01,1,46.0,44.8,86.0,30.13,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.825397,-122.304802,0.01,1,46.0,44.8,86.0,30.17,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,38.431297,-122.715569,0.01,1,45.0,43.5,90.0,30.09,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.560387,-121.909203,0.01,1,46.0,44.8,83.0,30.11,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.079922,-121.184975,0.01,1,44.1,42.5,100.0,30.13,8.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,37.792282,-121.300667,0.01,1,44.1,42.5,96.0,30.12,6.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.590805,-121.287491,0.01,1,41.0,38.0,100.0,30.12,8.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.77002,-121.328255,0.01,1,44.1,42.5,96.0,30.13,7.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.890194,-121.569641,0.01,0,44.1,42.5,96.0,30.13,7.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.660702,-121.332054,0.01,1,44.6,41.4,100.0,30.14,6.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.641266,-121.424889,0.01,1,44.6,43.1,100.0,30.14,6.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.668568,-121.382896,0.01,1,46.4,43.5,100.0,30.18,4.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,38.658169,-120.969086,0.01,0,46.4,42.4,100.0,30.09,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.322411,-122.025726,0.01,1,46.4,41.9,100.0,30.1,10.0,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,38.290943,-122.03476,0.01,1,46.4,41.9,100.0,30.1,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.431297,-122.715569,0.01,1,44.1,40.8,79.0,29.74,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.283337,-122.713379,0.0,1,42.8,36.6,87.0,29.8,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.133976,-120.913284,0.0,0,37.4,32.8,100.0,29.84,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.855515,-121.299896,0.01,1,44.6,38.1,87.0,29.79,10.0,13.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,38.772739,-121.253975,0.01,1,44.6,41.4,81.0,29.85,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,38.45866,-121.842407,0.01,1,46.4,44.3,66.0,29.87,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.234962,-120.754227,0.01,1,27.0,16.7,96.0,29.75,0.2,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.02536,-122.659981,0.01,1,46.0,39.9,61.0,30.01,10.0,13.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.718689,-121.6623,0.01,1,46.0,41.9,63.0,29.97,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.719536,-121.691551,0.01,1,44.1,40.8,71.0,29.99,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.564499,-121.365814,0.0,0,44.6,43.1,76.0,29.97,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.724945,-121.290382,0.01,1,44.6,43.1,76.0,30.0,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.701584,-121.906929,0.01,1,44.1,40.8,71.0,29.99,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.701683,-121.882782,0.01,1,45.0,40.1,68.0,30.02,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.838215,-121.770981,0.01,1,46.0,43.9,73.0,30.05,10.0,4.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,37.936695,-121.297684,0.01,1,39.0,33.4,86.0,30.02,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.255466,-121.849854,0.01,1,44.6,40.7,71.0,30.09,10.0,6.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,37.306686,-121.819954,0.01,1,44.6,40.7,71.0,30.09,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.320915,-121.596115,0.01,1,45.0,42.6,63.0,30.07,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.701424,-121.895119,0.01,1,43.0,38.8,74.0,30.06,10.0,6.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,39.304642,-120.649513,0.01,1,25.0,18.1,88.0,30.0,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.771553,-121.810371,0.0,1,39.9,35.8,77.0,30.08,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.749161,-121.137718,0.01,1,44.1,39.0,68.0,30.06,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.908543,-122.069099,0.01,0,45.0,41.2,60.0,30.05,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.739334,-121.59082,0.01,1,39.9,35.8,77.0,30.08,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.111919,-121.015656,0.01,1,39.2,35.0,93.0,30.05,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.868896,-121.733429,0.0,0,37.9,35.5,97.0,30.1,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.502991,-122.331703,0.01,1,46.4,42.4,57.0,30.12,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.912777,-122.066925,0.01,1,45.0,41.2,60.0,30.05,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.501579,-121.92981,0.01,1,45.0,43.5,68.0,30.14,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.798241,-122.21711,0.01,1,44.1,40.1,68.0,30.15,10.0,6.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,37.769592,-122.416885,0.01,1,45.0,42.6,65.0,30.15,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.079975,-122.546356,0.01,1,42.8,36.6,61.0,30.19,10.0,11.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,38.201984,-122.156975,0.01,1,37.9,32.1,79.0,30.15,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.890163,-122.308296,0.01,1,44.1,39.0,68.0,30.16,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.414219,-121.880157,0.01,1,41.0,39.0,73.0,30.19,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.299248,-122.712524,0.01,1,35.6,32.8,87.0,30.21,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,37.88554,-122.055344,0.01,1,35.1,32.2,82.0,30.16,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.364319,-121.90184,0.01,1,41.0,39.0,73.0,30.19,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.535507,-122.075211,0.01,1,37.9,35.5,73.0,30.22,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.645321,-122.4496,0.01,1,39.9,35.1,68.0,30.21,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.388096,-121.933754,0.01,1,39.9,37.8,51.0,30.21,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.488636,-121.803772,0.01,1,37.4,30.8,60.0,30.23,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.732208,-122.414513,0.01,1,41.0,37.1,62.0,30.25,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,37.699478,-122.094734,0.0,1,34.0,31.0,79.0,30.28,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2,38.255157,-122.479469,0.01,0,32.0,28.7,93.0,30.3,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.966309,-122.322304,0.01,1,33.1,30.0,82.0,30.23,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.809841,-122.246544,0.01,1,43.0,40.3,76.0,30.3,10.0,4.6,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,38.003071,-121.337051,0.0,1,39.9,33.9,68.0,30.27,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.429642,-122.745682,0.01,1,42.1,37.7,70.0,30.29,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,38.421898,-122.715431,0.01,1,45.0,39.7,60.0,30.29,10.0,10.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,38.642529,-121.525673,0.01,1,46.4,45.2,46.0,30.27,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.492313,-121.799828,0.01,1,46.4,42.9,53.0,30.29,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,38.335163,-123.048203,0.01,0,37.9,34.4,83.0,30.25,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,37.717094,-122.472748,0.01,1,45.0,40.6,63.0,30.28,10.0,8.1,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
